"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47"
0,0,-0.376712328767123,0.0236220472440944,-0.595890410958904,0.181102362204724,-0.801369863013699,0.275590551181102,-1,0.338582677165354,-0.472602739726027,0.645669291338583,-0.63013698630137,0.818897637795276,-0.808219178082192,0.874015748031496,-0.952054794520548,0.897637795275591,-0.410958904109589,0.708661417322835,-0.602739726027397,0.952755905511811,-0.808219178082192,1,-0.965753424657534,0.952755905511811,-0.335616438356164,0.755905511811024,-0.547945205479452,1,-0.780821917808219,0.992125984251968,-0.945205479452055,0.921259842519685,-0.280821917808219,0.755905511811024,-0.513698630136986,0.929133858267717,-0.712328767123288,0.921259842519685,-0.883561643835616,0.881889763779528,0,0,1,0,0
0,0,-0.322916666666667,0.0987654320987654,-0.578125,0.358024691358025,-0.802083333333333,0.506172839506173,-1,0.5,-0.427083333333333,0.746913580246914,-0.536458333333333,0.987654320987654,-0.510416666666667,0.697530864197531,-0.453125,0.580246913580247,-0.25,0.783950617283951,-0.380208333333333,1,-0.348958333333333,0.635802469135803,-0.270833333333333,0.561728395061728,-0.0625,0.777777777777778,-0.197916666666667,0.975308641975309,-0.192708333333333,0.635802469135803,-0.119791666666667,0.54320987654321,0.140625,0.746913580246914,0.015625,0.950617283950617,-0.0364583333333333,0.722222222222222,0.0052083333333333,0.617283950617284,1,0,0,0,0
0,0,-0.294964028776978,0.108333333333333,-0.553956834532374,0.375,-0.784172661870504,0.575,-1,0.608333333333333,-0.39568345323741,0.775,-0.438848920863309,1,-0.410071942446043,0.708333333333333,-0.381294964028777,0.625,-0.194244604316547,0.783333333333333,-0.244604316546763,0.95,-0.244604316546763,0.591666666666667,-0.23021582733813,0.591666666666667,0,0.758333333333333,-0.0503597122302158,0.925,-0.0719424460431654,0.6,-0.0647482014388489,0.591666666666667,0.194244604316547,0.725,0.158273381294964,0.875,0.100719424460432,0.666666666666667,0.107913669064748,0.6,1,0,0,0,0
0,0,-0.352941176470588,0.03954802259887,-0.647058823529412,0.11864406779661,-0.865546218487395,0.146892655367232,-1,0.19774011299435,-0.512605042016807,0.548022598870056,-0.663865546218487,0.740112994350282,-0.739495798319328,0.88135593220339,-0.781512605042017,1,-0.394957983193277,0.564971751412429,-0.756302521008403,0.604519774011299,-0.92436974789916,0.457627118644068,-0.966386554621849,0.322033898305085,-0.302521008403361,0.531073446327684,-0.672268907563025,0.548022598870056,-0.840336134453782,0.401129943502825,-0.890756302521008,0.271186440677966,-0.252100840336134,0.451977401129944,-0.571428571428571,0.457627118644068,-0.722689075630252,0.361581920903955,-0.789915966386555,0.265536723163842,0,0,0,1,0
0,0,-0.431372549019608,-0.0057142857142857,-0.882352941176471,0.108571428571428,-1,0.268571428571429,-0.774509803921569,0.28,-0.784313725490196,0.594285714285714,-0.843137254901961,0.88,-0.862745098039216,0.885714285714286,-0.823529411764706,0.76,-0.480392156862745,0.657142857142857,-0.529411764705882,1,-0.549019607843137,0.942857142857143,-0.519607843137255,0.788571428571429,-0.196078431372549,0.662857142857143,-0.215686274509804,0.965714285714286,-0.245098039215686,0.908571428571429,-0.215686274509804,0.76,0.0980392156862745,0.622857142857143,0.107843137254902,0.862857142857143,0.0784313725490196,0.834285714285714,0.0686274509803921,0.725714285714286,0,0,0,0,1
0,0,-0.347222222222222,0.0538116591928251,-0.592592592592593,0.165919282511211,-0.787037037037037,0.210762331838565,-0.972222222222222,0.260089686098655,-0.467592592592593,0.560538116591928,-0.634259259259259,0.744394618834081,-0.736111111111111,0.883408071748879,-0.805555555555556,1,-0.421296296296296,0.591928251121076,-0.75,0.605381165919282,-0.925925925925926,0.457399103139013,-1,0.322869955156951,-0.384259259259259,0.573991031390135,-0.722222222222222,0.582959641255605,-0.888888888888889,0.426008968609865,-0.962962962962963,0.282511210762332,-0.37962962962963,0.511210762331839,-0.657407407407407,0.520179372197309,-0.805555555555556,0.42152466367713,-0.893518518518518,0.322869955156951,0,0,0,1,0
0,0,-0.583333333333333,0.0855263157894736,-1,0.259868421052632,-0.833333333333333,0.404605263157895,-0.416666666666667,0.4375,-0.797619047619048,0.526315789473684,-0.904761904761905,0.707236842105263,-0.916666666666667,0.819078947368421,-0.904761904761905,0.921052631578947,-0.44047619047619,0.546052631578947,-0.55952380952381,0.746710526315789,-0.619047619047619,0.881578947368421,-0.642857142857143,1,-0.0952380952380952,0.516447368421053,-0.178571428571428,0.710526315789474,-0.261904761904762,0.832236842105263,-0.309523809523809,0.94078947368421,0.261904761904762,0.450657894736842,0.19047619047619,0.608552631578947,0.0833333333333333,0.707236842105263,-0.0238095238095238,0.802631578947368,0,1,0,0,0
0,0,-0.259541984732824,0.0572916666666666,-0.49618320610687,0.166666666666667,-0.725190839694656,0.197916666666667,-0.916030534351145,0.203125,-0.320610687022901,0.536458333333333,-0.473282442748092,0.729166666666667,-0.564885496183206,0.880208333333333,-0.633587786259542,1,-0.381679389312977,0.541666666666667,-0.778625954198473,0.53125,-0.938931297709924,0.40625,-0.977099236641221,0.296875,-0.458015267175573,0.479166666666667,-0.83206106870229,0.46875,-0.961832061068702,0.348958333333333,-1,0.239583333333333,-0.564885496183206,0.380208333333333,-0.847328244274809,0.364583333333333,-0.954198473282443,0.28125,-0.984732824427481,0.1875,0,0,0,1,0
0,0,-0.285714285714286,0.175824175824176,-0.533333333333333,0.417582417582418,-0.771428571428571,0.593406593406593,-1,0.615384615384615,-0.295238095238095,0.934065934065934,-0.314285714285714,1,-0.323809523809524,0.714285714285714,-0.314285714285714,0.736263736263736,-0.0666666666666666,0.901098901098901,-0.114285714285714,0.945054945054945,-0.161904761904762,0.604395604395604,-0.161904761904762,0.681318681318681,0.133333333333333,0.835164835164835,0.104761904761905,0.901098901098901,0.0380952380952381,0.604395604395604,0.019047619047619,0.659340659340659,0.304761904761905,0.769230769230769,0.304761904761905,0.824175824175824,0.228571428571429,0.637362637362637,0.2,0.626373626373626,1,0,0,0,0
0,0,-0.326530612244898,0.101351351351351,-0.585034013605442,0.263513513513513,-0.795918367346939,0.364864864864865,-1,0.405405405405405,-0.353741496598639,0.736486486486487,-0.578231292517007,0.945945945945946,-0.775510204081633,0.932432432432432,-0.925170068027211,0.878378378378378,-0.26530612244898,0.756756756756757,-0.557823129251701,1,-0.789115646258503,0.97972972972973,-0.945578231292517,0.891891891891892,-0.204081632653061,0.722972972972973,-0.517006802721088,0.952702702702703,-0.761904761904762,0.918918918918919,-0.925170068027211,0.837837837837838,-0.17687074829932,0.648648648648649,-0.448979591836735,0.790540540540541,-0.646258503401361,0.804054054054054,-0.795918367346939,0.783783783783784,0,0,1,0,0
